manual,source_file,source_title,source_token,source_slug,source_doc_url,source_block_url,block_id,json_path,source_type,link_text,target_token,target_url,anchor,candidate_rank,candidate_score,candidate_title,candidate_slug,candidate_doc_token,candidate_doc_link,candidate_record_id,candidate_table_name,recommended_action
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#S10pdy4QAosMegxZRdicEKEcnQh,S10pdy4QAosMegxZRdicEKEcnQh,$.blocks.items[45].bullet.elements[1].text_run.text_element_style.link,href_link,search/query,CSYrwhK4Gigk07kd6ufcNTGMnZf,https://zilliverse.feishu.cn/wiki/CSYrwhK4Gigk07kd6ufcNTGMnZf,,1,86,Query,get-and-scalar-query,R7F7wY8pCiJ5Q4kbntxcMsE6nLf,https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf,recvlPpiienCU8,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#S10pdy4QAosMegxZRdicEKEcnQh,S10pdy4QAosMegxZRdicEKEcnQh,$.blocks.items[45].bullet.elements[1].text_run.text_element_style.link,href_link,search/query,CSYrwhK4Gigk07kd6ufcNTGMnZf,https://zilliverse.feishu.cn/wiki/CSYrwhK4Gigk07kd6ufcNTGMnZf,,2,86,Search,zilliz-search-prompts,ANK0wJQ8DibXxIkpYDEcScMHnYe,https://zilliverse.feishu.cn/wiki/ANK0wJQ8DibXxIkpYDEcScMHnYe,recvlW54V0JjMs,Tools,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#SBp5dc792oG87UxDfFacakLDnLb,SBp5dc792oG87UxDfFacakLDnLb,$.blocks.items[48].bullet.elements[0].text_run.text_element_style.link,href_link,Zero downtime migration,XDoSwZodyigAEVkjkWfc9nsfnCg,https://zilliverse.feishu.cn/wiki/XDoSwZodyigAEVkjkWfc9nsfnCg,,1,86,Migration,zilliz-migration-prompts,U1dnw1bYyid9pTkjBhkcjOkenVc,https://zilliverse.feishu.cn/wiki/U1dnw1bYyid9pTkjBhkcjOkenVc,recvlW58JEaRR5,Tools,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/U1dnw1bYyid9pTkjBhkcjOkenVc.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,1,86,Data Model Design for Search,schema-design-hands-on,PV2bwNENViEjXWkOgzZcXoKHnce,https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce,recvlPtJrRLSSF,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,2,86,Data Model Design with an Array of Structs,schema-design-with-structs,VOkIwd5adiziGQkoDO1cRoRFnre,https://zilliverse.feishu.cn/wiki/VOkIwd5adiziGQkoDO1cRoRFnre,recvlPtLE9aMJa,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,3,86,Hosted Models,hosted-models,DMrCwn4LXi1uKBkbHGfcpGnsnyh,https://zilliverse.feishu.cn/wiki/DMrCwn4LXi1uKBkbHGfcpGnsnyh,recvlW5vVAVhPw,AI Models,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,4,86,Integrate with Model Providers,integrate-with-model-providers,B1cSwfWcri4VJLkCR20cHIs6nCf,https://zilliverse.feishu.cn/wiki/B1cSwfWcri4VJLkCR20cHIs6nCf,recvlW61fR9it6,AI Models,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,5,86,Cohere Ranker,cohere-model-ranker,Mtxfwvu2fiOLwXkcURCcJxDPnLd,https://zilliverse.feishu.cn/wiki/Mtxfwvu2fiOLwXkcURCcJxDPnLd,recvlWkwYldfOk,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,6,86,Function Overview,function-and-model-inference-overview,V7xfwDariioU5GkcmfXctzSEnyc,https://zilliverse.feishu.cn/wiki/V7xfwDariioU5GkcmfXctzSEnyc,recvlPuOwcPncT,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BClgwKlHaiushBkPPssclTkYnef.json,Data Transfer Cost,BClgwKlHaiushBkPPssclTkYnef,data-transfer-cost,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef,https://zilliverse.feishu.cn/wiki/BClgwKlHaiushBkPPssclTkYnef#CqnhdnDy0o4ycexLqfTciBZenhd,CqnhdnDy0o4ycexLqfTciBZenhd,$.blocks.items[52].bullet.elements[1].text_run.text_element_style.link,href_link,model,AP0lw1SNciBJNYkJ2iDc0qnfnEg,https://zilliverse.feishu.cn/wiki/AP0lw1SNciBJNYkJ2iDc0qnfnEg,,7,86,Voyage AI Ranker,voyage-ai-model-ranker,PpGlwYU6PiSsfVkZ7doco50vnKg,https://zilliverse.feishu.cn/wiki/PpGlwYU6PiSsfVkZ7doco50vnKg,recvlWkA5iX53J,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PV2bwNENViEjXWkOgzZcXoKHnce.
guides,BaGlwzDmyiyVvVk6NurcFclInCd.json,Basic Vector Search,BaGlwzDmyiyVvVk6NurcFclInCd,single-vector-search,https://zilliverse.feishu.cn/wiki/BaGlwzDmyiyVvVk6NurcFclInCd,https://zilliverse.feishu.cn/wiki/BaGlwzDmyiyVvVk6NurcFclInCd#CjvydTW1toRAhMxRqG6c3EHIn7e,CjvydTW1toRAhMxRqG6c3EHIn7e,$.blocks.items[244].text.elements[1].mention_doc,mention_doc,Use mmap,LXElwsutZil3jWkJZWEcAWAVnqh,https://zilliverse.feishu.cn/wiki/LXElwsutZil3jWkJZWEcAWAVnqh?from=space_search,,1,100,Use mmap,use-mmap,P3wrwSMNNihy8Vkf9p6cTsWYnTb,https://zilliverse.feishu.cn/wiki/P3wrwSMNNihy8Vkf9p6cTsWYnTb,recvlPriYLnOoh,Development,"Replace the mention_doc with a new Feishu document mention for ""Use mmap"" (https://zilliverse.feishu.cn/wiki/P3wrwSMNNihy8Vkf9p6cTsWYnTb)."
guides,BaGlwzDmyiyVvVk6NurcFclInCd.json,Basic Vector Search,BaGlwzDmyiyVvVk6NurcFclInCd,single-vector-search,https://zilliverse.feishu.cn/wiki/BaGlwzDmyiyVvVk6NurcFclInCd,https://zilliverse.feishu.cn/wiki/BaGlwzDmyiyVvVk6NurcFclInCd#F3LIdbCFKoh1Kfx8GLPc73pGnJg,F3LIdbCFKoh1Kfx8GLPc73pGnJg,$.blocks.items[246].text.elements[1].mention_doc,mention_doc,Clustering Compaction,RKZcwPCqKiMCjEkqlFRcJwAWnPa,https://zilliverse.feishu.cn/wiki/RKZcwPCqKiMCjEkqlFRcJwAWnPa,,1,50,Cluster Connection,zilliz-cluster-connection-prompts,XgbAwy9ZUimC1Pk7kBtcEKsIn7d,https://zilliverse.feishu.cn/wiki/XgbAwy9ZUimC1Pk7kBtcEKsIn7d,recvlW4YPQjhY7,Tools,"Replace the mention_doc with a new Feishu document mention for ""Cluster Connection"" (https://zilliverse.feishu.cn/wiki/XgbAwy9ZUimC1Pk7kBtcEKsIn7d)."
guides,BcXMwUYQ3iD7mEkWKFhcU5PUnB5.json,"Release Notes (June 11, 2023)",BcXMwUYQ3iD7mEkWKFhcU5PUnB5,release-notes-200,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5#KbztdNTqCowiFDx1KXVco0GDnUe,KbztdNTqCowiFDx1KXVco0GDnUe,$.blocks.items[17].text.elements[1].mention_doc,mention_doc,Access Control,UEFXwAUL4icMjMkUej9cqncJncd,https://zilliverse.feishu.cn/wiki/UEFXwAUL4icMjMkUej9cqncJncd,,1,100,Access Control,zilliz-access-control-prompts,QxYZwB4SKiLz5HkDE9LcISZsnCf,https://zilliverse.feishu.cn/wiki/QxYZwB4SKiLz5HkDE9LcISZsnCf,recvlW5aqH4Grd,Tools,"Replace the mention_doc with a new Feishu document mention for ""Access Control"" (https://zilliverse.feishu.cn/wiki/QxYZwB4SKiLz5HkDE9LcISZsnCf)."
guides,BcXMwUYQ3iD7mEkWKFhcU5PUnB5.json,"Release Notes (June 11, 2023)",BcXMwUYQ3iD7mEkWKFhcU5PUnB5,release-notes-200,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5#KbztdNTqCowiFDx1KXVco0GDnUe,KbztdNTqCowiFDx1KXVco0GDnUe,$.blocks.items[17].text.elements[1].mention_doc,mention_doc,Access Control,UEFXwAUL4icMjMkUej9cqncJncd,https://zilliverse.feishu.cn/wiki/UEFXwAUL4icMjMkUej9cqncJncd,,2,86,Access Control Explained,access-control-overview,UDjcwWISuixYjqkQy3GcmBpsnmV,https://zilliverse.feishu.cn/wiki/UDjcwWISuixYjqkQy3GcmBpsnmV,recvlVYS5vciEa,Management,"Replace the mention_doc with a new Feishu document mention for ""Access Control"" (https://zilliverse.feishu.cn/wiki/QxYZwB4SKiLz5HkDE9LcISZsnCf)."
guides,BcXMwUYQ3iD7mEkWKFhcU5PUnB5.json,"Release Notes (June 11, 2023)",BcXMwUYQ3iD7mEkWKFhcU5PUnB5,release-notes-200,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5#RxGIdAX5Mo7sDmxkKUKcYf2snVW,RxGIdAX5Mo7sDmxkKUKcYf2snVW,$.blocks.items[29].text.elements[1].text_run.text_element_style.link,href_link,Learn more about this feature,BkDMwo71MiZMazk7gbtc7fqknbh,https://zilliverse.feishu.cn/wiki/BkDMwo71MiZMazk7gbtc7fqknbh,,1,86,JSON Field Overview,json-field-overview,Neq4wR0EdiXokRkhXwbcMPfanCd,https://zilliverse.feishu.cn/wiki/Neq4wR0EdiXokRkhXwbcMPfanCd,recvlPtdaxUufo,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/Neq4wR0EdiXokRkhXwbcMPfanCd.
guides,BcXMwUYQ3iD7mEkWKFhcU5PUnB5.json,"Release Notes (June 11, 2023)",BcXMwUYQ3iD7mEkWKFhcU5PUnB5,release-notes-200,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5,https://zilliverse.feishu.cn/wiki/BcXMwUYQ3iD7mEkWKFhcU5PUnB5#RxGIdAX5Mo7sDmxkKUKcYf2snVW,RxGIdAX5Mo7sDmxkKUKcYf2snVW,$.blocks.items[29].text.elements[1].text_run.text_element_style.link,href_link,Learn more about this feature,BkDMwo71MiZMazk7gbtc7fqknbh,https://zilliverse.feishu.cn/wiki/BkDMwo71MiZMazk7gbtc7fqknbh,,2,86,JSON Operators,json-filtering-operators,Py6zwu6r4iPMqVkKAYXcUYLEnXg,https://zilliverse.feishu.cn/wiki/Py6zwu6r4iPMqVkKAYXcUYLEnXg,recvlPpsbFNmVH,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/Neq4wR0EdiXokRkhXwbcMPfanCd.
guides,CK0ewQWC2iz6lakP0kscqogbnGh.json, November 2025 Release Notes ,CK0ewQWC2iz6lakP0kscqogbnGh,release-notes-2511,https://zilliverse.feishu.cn/wiki/CK0ewQWC2iz6lakP0kscqogbnGh,https://zilliverse.feishu.cn/wiki/CK0ewQWC2iz6lakP0kscqogbnGh#RBgId757KoewhDxYFewcs9uknDd,RBgId757KoewhDxYFewcs9uknDd,$.blocks.items[11].bullet.elements[2].mention_doc,mention_doc,Array of Structs,LIMbwXk1OiS5SykUyNhc5FtSnPb,https://zilliverse.feishu.cn/wiki/LIMbwXk1OiS5SykUyNhc5FtSnPb,,1,100,StructArray Operators,struct-array-filtering,VmGMwsTliiGZdFkzzeBckRNlnCh,https://zilliverse.feishu.cn/wiki/VmGMwsTliiGZdFkzzeBckRNlnCh,recvlPpvCPSjHn,Development,"Replace the mention_doc with a new Feishu document mention for ""StructArray Operators"" (https://zilliverse.feishu.cn/wiki/VmGMwsTliiGZdFkzzeBckRNlnCh)."
guides,CK0ewQWC2iz6lakP0kscqogbnGh.json, November 2025 Release Notes ,CK0ewQWC2iz6lakP0kscqogbnGh,release-notes-2511,https://zilliverse.feishu.cn/wiki/CK0ewQWC2iz6lakP0kscqogbnGh,https://zilliverse.feishu.cn/wiki/CK0ewQWC2iz6lakP0kscqogbnGh#RBgId757KoewhDxYFewcs9uknDd,RBgId757KoewhDxYFewcs9uknDd,$.blocks.items[11].bullet.elements[2].mention_doc,mention_doc,Array of Structs,LIMbwXk1OiS5SykUyNhc5FtSnPb,https://zilliverse.feishu.cn/wiki/LIMbwXk1OiS5SykUyNhc5FtSnPb,,2,86,Basic Vector Search with StructArray,search-with-struct-array,EDzFwzb7Sifsz4kFYZIcAF9Pn1p,https://zilliverse.feishu.cn/wiki/EDzFwzb7Sifsz4kFYZIcAF9Pn1p,recvmiYaf8cCsm,Development,"Replace the mention_doc with a new Feishu document mention for ""StructArray Operators"" (https://zilliverse.feishu.cn/wiki/VmGMwsTliiGZdFkzzeBckRNlnCh)."
